time	V(N001,Vo)	I(D1)	I(L1)
7.482009530393408e-04	5.988982e+00	-1.396412e-07	4.795515e-01
7.482072407400618e-04	5.988916e+00	-1.421390e-07	4.797137e-01
7.482102407400618e-04	5.988884e+00	-1.364819e-07	4.797911e-01
7.482142407400619e-04	5.988842e+00	-1.339224e-07	4.798944e-01
7.482192963602475e-04	5.988789e+00	-1.402957e-07	4.800248e-01
7.482202963602475e-04	5.988777e+00	-1.373674e-07	4.800506e-01
7.482212222000001e-04	5.988768e+00	-1.641957e-07	4.800745e-01
7.482216671614845e-04	5.988763e+00	-1.301289e-07	4.800860e-01
7.482222604434636e-04	5.988757e+00	-1.405859e-07	4.801013e-01
7.482232222000002e-04	5.988747e+00	-1.158160e-06	4.801261e-01
7.482233183756539e-04	5.988745e+00	-4.853518e-07	4.801286e-01
7.482235107269612e-04	5.988743e+00	-1.379320e-07	4.801336e-01
7.482238374973856e-04	5.988740e+00	-1.379522e-07	4.801420e-01
7.482240005959484e-04	5.907532e+00	2.016291e-01	4.801462e-01
7.482240316937347e-04	5.753638e+00	3.200982e-01	4.801469e-01
7.482240938893072e-04	5.134637e+00	4.801484e-01	4.801484e-01
7.482241122194062e-04	4.942953e+00	4.801488e-01	4.801488e-01
7.482241305495052e-04	4.753250e+00	4.801492e-01	4.801492e-01
7.482241488796042e-04	4.565529e+00	4.801496e-01	4.801496e-01
7.482241672097031e-04	4.379788e+00	4.801499e-01	4.801499e-01
7.482241855398022e-04	4.196028e+00	4.801502e-01	4.801502e-01
7.482242038699011e-04	4.014250e+00	4.801506e-01	4.801506e-01
7.482242222000002e-04	3.834453e+00	4.801508e-01	4.801508e-01
7.482243213542449e-04	2.901203e+00	4.801521e-01	4.801521e-01
7.482244205084896e-04	2.045841e+00	4.801530e-01	4.801529e-01
7.482245196627343e-04	1.268368e+00	4.801535e-01	4.801534e-01
7.482246188169790e-04	5.687829e-01	4.801536e-01	4.801536e-01
7.482247179712237e-04	-5.291355e-02	4.801533e-01	4.801533e-01
7.482248171254684e-04	-5.967216e-01	4.801527e-01	4.801527e-01
7.482249162797132e-04	-1.062641e+00	4.801517e-01	4.801518e-01
7.482256130813073e-04	-2.893072e+00	4.801429e-01	4.801429e-01
7.482268654556605e-04	-3.600819e+00	4.801217e-01	4.801217e-01
7.482293702043669e-04	-3.666965e+00	4.800765e-01	4.800765e-01
7.482438953984536e-04	-3.755836e+00	4.798099e-01	4.798099e-01
7.483607122468027e-04	-3.781353e+00	4.776305e-01	4.776305e-01
7.484775290951516e-04	-3.800371e+00	4.754512e-01	4.754512e-01
7.485943459435006e-04	-3.812889e+00	4.732722e-01	4.732722e-01
7.487111627918497e-04	-3.818907e+00	4.710933e-01	4.710933e-01
7.488279796401987e-04	-3.818426e+00	4.689146e-01	4.689146e-01
7.489447964885476e-04	-3.811445e+00	4.667361e-01	4.667361e-01
7.490616133368967e-04	-3.797964e+00	4.645578e-01	4.645578e-01
7.523717194278302e-04	-3.785317e+00	4.032947e-01	4.032947e-01
7.553014069278301e-04	-3.769453e+00	3.497295e-01	3.497296e-01
7.567662506778300e-04	-3.759748e+00	3.232072e-01	3.232072e-01
7.582310944278300e-04	-3.749069e+00	2.968300e-01	2.968300e-01
7.584837952238543e-04	-3.747083e+00	2.923014e-01	2.923014e-01
7.587364960198786e-04	-3.745053e+00	2.877792e-01	2.877792e-01
7.589891968159029e-04	-3.742980e+00	2.832635e-01	2.832635e-01
7.592418976119272e-04	-3.740865e+00	2.787542e-01	2.787542e-01
7.594945984079515e-04	-3.738706e+00	2.742515e-01	2.742515e-01
7.597472992039758e-04	-3.736505e+00	2.697552e-01	2.697552e-01
7.600000000000002e-04	-3.734261e+00	2.652653e-01	2.652653e-01
7.600008385674057e-04	-3.734253e+00	2.652504e-01	2.652505e-01
7.600008836364518e-04	-6.510372e-01	-6.335239e+01	2.652498e-01
7.600009098619076e-04	1.345048e+00	-1.458382e+02	2.652498e-01
7.600009413832649e-04	4.017860e+00	-1.998033e+02	2.652502e-01
7.600009503778416e-04	4.024482e+00	-1.905586e+02	2.652504e-01
7.600009636730603e-04	4.466696e+00	-1.113376e+02	2.652507e-01
7.600009678451261e-04	5.755522e+00	-4.529628e+01	2.652507e-01
7.600009705049542e-04	5.952949e+00	-9.198458e+00	2.652508e-01
7.600009721881730e-04	5.989618e+00	-3.427289e+00	2.652509e-01
7.600009742660159e-04	6.008223e+00	-1.380095e+00	2.652509e-01
7.600009775941696e-04	6.016777e+00	-3.596821e-01	2.652510e-01
7.600009831778815e-04	6.018103e+00	-2.804695e-02	2.652512e-01
7.600009916009071e-04	6.017889e+00	1.785556e-03	2.652514e-01
7.600010000000001e-04	6.017960e+00	1.746151e-03	2.652516e-01
7.600010008399094e-04	6.017955e+00	1.296605e-03	2.652516e-01
7.600010025197280e-04	6.017948e+00	6.962327e-04	2.652517e-01
7.600010058793652e-04	6.017943e+00	2.080965e-04	2.652518e-01
7.600010125986395e-04	6.017942e+00	1.464437e-05	2.652519e-01
7.600010260371882e-04	6.017943e+00	-2.047349e-06	2.652523e-01
7.600010529142856e-04	6.017943e+00	3.966611e-07	2.652530e-01
7.600011066684805e-04	6.017942e+00	-3.391825e-07	2.652544e-01
7.600012141768702e-04	6.017942e+00	-4.956352e-08	2.652573e-01
7.600014291936495e-04	6.017941e+00	-1.783894e-07	2.652630e-01
7.600018592272083e-04	6.017938e+00	-1.175997e-07	2.652744e-01
7.600027192943259e-04	6.017933e+00	-1.471313e-07	2.652973e-01
7.600044394285609e-04	6.017924e+00	-1.325763e-07	2.653430e-01
7.600078796970310e-04	6.017905e+00	-1.398020e-07	2.654344e-01
7.600147602339712e-04	6.017868e+00	-1.362025e-07	2.656172e-01
7.600285213078516e-04	6.017793e+00	-1.379998e-07	2.659828e-01
7.610273555543820e-04	6.011891e+00	-1.377339e-07	2.924463e-01
7.620261898009124e-04	6.005427e+00	-1.375428e-07	3.188070e-01
7.630250240474427e-04	5.998400e+00	-1.374266e-07	3.450650e-01
7.640238582939731e-04	5.990811e+00	-1.373853e-07	3.712201e-01
7.650226925405034e-04	5.982659e+00	-1.374189e-07	3.972725e-01
7.660215267870338e-04	5.973944e+00	-1.375274e-07	4.232220e-01
7.670203610335641e-04	5.964667e+00	-1.377108e-07	4.490688e-01
7.675443262006921e-04	5.959517e+00	-1.214165e-07	4.625669e-01
7.675453262006921e-04	5.959506e+00	-1.295602e-07	4.625927e-01
7.675473262006922e-04	5.959486e+00	-1.418443e-07	4.626441e-01
7.675513262006922e-04	5.959446e+00	-1.357402e-07	4.627470e-01
7.675593262006923e-04	5.959366e+00	-1.387834e-07	4.629528e-01
7.676073262006931e-04	5.958884e+00	-1.380260e-07	4.641871e-01
7.677993262006961e-04	5.956938e+00	-1.378133e-07	4.691215e-01
7.679672221999961e-04	5.955224e+00	-1.538062e-07	4.734338e-01
7.679702221999961e-04	5.955193e+00	-1.337861e-07	4.735108e-01
7.679742221999962e-04	5.955152e+00	-1.397883e-07	4.736135e-01
7.679822221999963e-04	5.955070e+00	-1.367969e-07	4.738189e-01
7.680302221999971e-04	5.954575e+00	-1.375468e-07	4.750507e-01
7.680942221999981e-04	5.953914e+00	-1.222046e-07	4.766930e-01
7.680972221999981e-04	5.953883e+00	-1.417387e-07	4.767699e-01
7.681012221999982e-04	5.953842e+00	-1.358369e-07	4.768725e-01
7.681092221999983e-04	5.953759e+00	-1.387793e-07	4.770778e-01
7.681572221999991e-04	5.953261e+00	-1.304838e-07	4.783090e-01
7.681632221999992e-04	5.953199e+00	-1.397491e-07	4.784628e-01
7.681872221999995e-04	5.952950e+00	-1.348968e-07	4.790783e-01
7.681992221999997e-04	5.952824e+00	-1.378056e-07	4.793860e-01
7.682072221999999e-04	5.952741e+00	-1.512718e-07	4.795912e-01
7.682102221999999e-04	5.952709e+00	-1.339774e-07	4.796681e-01
7.682142222000000e-04	5.952668e+00	-1.264351e-07	4.797707e-01
7.682192222000000e-04	5.952616e+00	-1.452455e-07	4.798989e-01
7.682202222000001e-04	5.952606e+00	-1.378685e-07	4.799245e-01
7.682222222000001e-04	5.952584e+00	-1.378676e-07	4.799758e-01
7.682232222000001e-04	5.952574e+00	-3.560553e-06	4.800014e-01
7.682233222000001e-04	5.952573e+00	-1.302838e-06	4.800040e-01
7.682235222000001e-04	5.952571e+00	-1.383088e-07	4.800091e-01
7.682238222000001e-04	5.952568e+00	-1.383596e-07	4.800168e-01
7.682240070657400e-04	5.682200e+00	1.109255e-01	4.800214e-01
7.682242222000001e-04	4.787364e+00	4.800265e-01	4.800265e-01
7.682242867402782e-04	4.137957e+00	4.800276e-01	4.800276e-01
7.682243727939823e-04	3.320780e+00	4.800289e-01	4.800289e-01
7.682245449013904e-04	1.851909e+00	4.800302e-01	4.800302e-01
7.682248891162065e-04	-3.892708e-01	4.800296e-01	4.800296e-01
7.682255775458389e-04	-2.817622e+00	4.800221e-01	4.800221e-01
7.682263732783037e-04	-3.623514e+00	4.800091e-01	4.800091e-01
7.682286370923278e-04	-3.714268e+00	4.799680e-01	4.799680e-01
7.682437957706889e-04	-3.762588e+00	4.796862e-01	4.796862e-01
7.682589544490499e-04	-3.800643e+00	4.794036e-01	4.794036e-01
7.682741131274110e-04	-3.828433e+00	4.791202e-01	4.791202e-01
7.682892718057720e-04	-3.845959e+00	4.788359e-01	4.788359e-01
7.683044304841331e-04	-3.853219e+00	4.785508e-01	4.785508e-01
7.683195891624941e-04	-3.850214e+00	4.782649e-01	4.782649e-01
7.683347478408552e-04	-3.836945e+00	4.779781e-01	4.779781e-01
7.697919490421616e-04	-3.831971e+00	4.505902e-01	4.505902e-01
7.712491502434681e-04	-3.825990e+00	4.233628e-01	4.233628e-01
7.727063514447745e-04	-3.819001e+00	3.962958e-01	3.962958e-01
7.741635526460808e-04	-3.811004e+00	3.693892e-01	3.693893e-01
7.756207538473873e-04	-3.801998e+00	3.426432e-01	3.426432e-01
7.770779550486937e-04	-3.791985e+00	3.160576e-01	3.160576e-01
7.785351562500001e-04	-3.780963e+00	2.896325e-01	2.896325e-01
7.800000000000001e-04	-3.768208e+00	2.632996e-01	2.632996e-01
7.800008535828553e-04	-3.768199e+00	2.632842e-01	2.632843e-01
7.800008836335169e-04	-9.473886e-01	-5.795369e+01	2.632839e-01
7.800009055395242e-04	1.498077e+00	-1.498265e+02	2.632839e-01
7.800009281028462e-04	3.978234e+00	-2.004276e+02	2.632842e-01
7.800009526505362e-04	3.995589e+00	-1.979308e+02	2.632846e-01
7.800009581235051e-04	4.021847e+00	-1.688708e+02	2.632847e-01
7.800009613605816e-04	4.904168e+00	-1.063600e+02	2.632848e-01
7.800009630805789e-04	5.420236e+00	-6.232119e+01	2.632848e-01
7.800009650374467e-04	5.750429e+00	-2.718655e+01	2.632849e-01
7.800009665691272e-04	5.870428e+00	-1.323612e+01	2.632849e-01
7.800009686990145e-04	5.945267e+00	-5.089588e+00	2.632850e-01
7.800009709038173e-04	5.971404e+00	-1.807601e+00	2.632850e-01
7.800009744390662e-04	5.982463e+00	-3.887067e-01	2.632851e-01
7.800009787607669e-04	5.983570e+00	-3.528663e-02	2.632852e-01
7.800009869235093e-04	5.983554e+00	2.127917e-04	2.632854e-01
7.800010000000001e-04	5.983560e+00	1.915367e-04	2.632858e-01
7.800010013076492e-04	5.983559e+00	1.276229e-04	2.632858e-01
7.800010039229474e-04	5.983559e+00	5.280771e-05	2.632859e-01
7.800010091535437e-04	5.983558e+00	7.900659e-06	2.632860e-01
7.800010196147364e-04	5.983557e+00	-6.345928e-07	2.632863e-01
7.800010405371217e-04	5.983557e+00	-2.233675e-08	2.632869e-01
7.800010823818924e-04	5.983557e+00	-1.775104e-07	2.632880e-01
7.800011660714338e-04	5.983557e+00	-1.207162e-07	2.632902e-01
7.800013334505167e-04	5.983556e+00	-1.451293e-07	2.632946e-01
7.800016682086823e-04	5.983554e+00	-1.338000e-07	2.633034e-01
7.800023377250136e-04	5.983551e+00	-1.392586e-07	2.633211e-01
7.800036767576761e-04	5.983543e+00	-1.365794e-07	2.633565e-01
7.808135836616094e-04	5.978970e+00	-1.371223e-07	2.847037e-01
7.816234905655427e-04	5.974020e+00	-1.375393e-07	3.059838e-01
7.824333974694760e-04	5.968694e+00	-1.378305e-07	3.271968e-01
7.832433043734093e-04	5.962992e+00	-1.379957e-07	3.483428e-01
7.840532112773426e-04	5.956913e+00	-1.380350e-07	3.694216e-01
7.848631181812759e-04	5.950459e+00	-1.379484e-07	3.904333e-01
7.856730250852092e-04	5.943628e+00	-1.377360e-07	4.113780e-01
7.867593784500002e-04	5.934041e+00	-1.366188e-07	4.393848e-01
7.867613784500003e-04	5.934021e+00	-1.383721e-07	4.394361e-01
7.877122221999921e-04	5.924845e+00	-1.366881e-07	4.637947e-01
7.877142221999921e-04	5.924825e+00	-1.384120e-07	4.638458e-01
7.879672221999961e-04	5.922293e+00	-1.367207e-07	4.703088e-01
7.879692221999962e-04	5.922274e+00	-1.384159e-07	4.703598e-01
7.881912221999997e-04	5.920021e+00	-1.380032e-07	4.760244e-01
7.882082221999999e-04	5.919847e+00	-1.389653e-07	4.764580e-01
7.882152222000000e-04	5.919775e+00	-1.367838e-07	4.766364e-01
7.882202222000001e-04	5.919725e+00	-1.378759e-07	4.767640e-01
7.882222222000001e-04	5.919704e+00	-1.378758e-07	4.768150e-01
7.882232222000002e-04	5.919694e+00	-6.256238e-07	4.768404e-01
7.882233222000002e-04	5.919693e+00	-3.038894e-07	4.768430e-01
7.882235222000002e-04	5.919691e+00	-1.379388e-07	4.768481e-01
7.882238222000001e-04	5.919688e+00	-1.379522e-07	4.768558e-01
7.882240063530595e-04	5.651240e+00	1.097702e-01	4.768603e-01
7.882242222000002e-04	4.758266e+00	4.768654e-01	4.768654e-01
7.882242869540824e-04	4.110803e+00	4.768665e-01	4.768665e-01
7.882243732928587e-04	3.295899e+00	4.768677e-01	4.768677e-01
7.882245459704113e-04	1.830500e+00	4.768691e-01	4.768691e-01
7.882248913255163e-04	-4.096231e-01	4.768685e-01	4.768685e-01
7.882255820357265e-04	-2.848495e+00	4.768608e-01	4.768609e-01
7.882263724324315e-04	-3.656008e+00	4.768479e-01	4.768479e-01
7.882290762686932e-04	-3.752810e+00	4.767984e-01	4.767984e-01
7.882437781393681e-04	-3.797998e+00	4.765230e-01	4.765230e-01
7.882584800100431e-04	-3.833571e+00	4.762468e-01	4.762468e-01
7.882731818807181e-04	-3.859530e+00	4.759699e-01	4.759699e-01
7.882878837513931e-04	-3.875873e+00	4.756923e-01	4.756923e-01
7.883025856220680e-04	-3.882602e+00	4.754139e-01	4.754139e-01
7.883172874927430e-04	-3.879715e+00	4.751347e-01	4.751348e-01
7.883319893634180e-04	-3.867214e+00	4.748548e-01	4.748549e-01
7.898999768763118e-04	-3.862615e+00	4.451704e-01	4.451704e-01
7.914679643892054e-04	-3.856538e+00	4.156790e-01	4.156790e-01
7.930359519020992e-04	-3.848982e+00	3.863807e-01	3.863806e-01
7.946039394149930e-04	-3.839949e+00	3.572753e-01	3.572753e-01
7.961719269278868e-04	-3.829438e+00	3.283631e-01	3.283630e-01
7.977399144407805e-04	-3.817448e+00	2.996438e-01	2.996438e-01
7.993079019536743e-04	-3.803981e+00	2.711176e-01	2.711176e-01
8.000000000000001e-04	-3.797574e+00	2.586179e-01	2.586180e-01
8.000008385674387e-04	-3.797566e+00	2.586029e-01	2.586028e-01
8.000008832030686e-04	-7.811632e-01	-6.197319e+01	2.586022e-01
8.000009107287404e-04	1.369572e+00	-1.476154e+02	2.586022e-01
8.000009414847330e-04	3.953715e+00	-1.997182e+02	2.586026e-01
8.000009503729517e-04	3.960733e+00	-1.966556e+02	2.586027e-01
8.000009605934469e-04	4.076474e+00	-1.433285e+02	2.586029e-01
8.000009641836756e-04	5.314132e+00	-7.360456e+01	2.586030e-01
8.000009661146353e-04	5.680823e+00	-3.190189e+01	2.586030e-01
8.000009678612880e-04	5.834420e+00	-1.416835e+01	2.586031e-01
8.000009698032734e-04	5.908098e+00	-5.756443e+00	2.586031e-01
8.000009720463553e-04	5.939168e+00	-2.060339e+00	2.586032e-01
8.000009752324377e-04	5.951156e+00	-5.019429e-01	2.586033e-01
8.000009796009399e-04	5.953166e+00	-6.014863e-02	2.586034e-01
8.000009868176015e-04	5.953126e+00	6.868903e-04	2.586036e-01
8.000009999192334e-04	5.953138e+00	4.138848e-04	2.586039e-01
8.000010000000001e-04	5.953138e+00	4.096974e-04	2.586039e-01
8.000010001615334e-04	5.953137e+00	3.812985e-04	2.586039e-01
8.000010004846000e-04	5.953137e+00	3.301468e-04	2.586040e-01
8.000010011307334e-04	5.953136e+00	2.500988e-04	2.586040e-01
8.000010024230000e-04	5.953135e+00	1.488871e-04	2.586040e-01
8.000010050075333e-04	5.953134e+00	5.732867e-05	2.586041e-01
8.000010101765999e-04	5.953133e+00	8.810282e-06	2.586042e-01
8.000010205147330e-04	5.953133e+00	-6.610665e-07	2.586045e-01
8.000010411909992e-04	5.953133e+00	-1.755403e-08	2.586050e-01
8.000010825435317e-04	5.953133e+00	-1.790600e-07	2.586061e-01
8.000011652485968e-04	5.953133e+00	-1.201826e-07	2.586083e-01
8.000013306587268e-04	5.953132e+00	-1.454444e-07	2.586126e-01
8.000016614789869e-04	5.953130e+00	-1.337318e-07	2.586213e-01
8.000023231195070e-04	5.953127e+00	-1.393725e-07	2.586387e-01
8.000036464005473e-04	5.953121e+00	-1.366045e-07	2.586735e-01
8.000516625982953e-04	5.952878e+00	-1.371795e-07	2.599360e-01
8.000996787960433e-04	5.952634e+00	-1.376075e-07	2.611981e-01
8.001476949937913e-04	5.952388e+00	-1.378885e-07	2.624600e-01
8.001957111915394e-04	5.952140e+00	-1.380225e-07	2.637216e-01
8.002437273892874e-04	5.951890e+00	-1.380094e-07	2.649829e-01
8.002917435870354e-04	5.951639e+00	-1.378493e-07	2.662439e-01
8.003397597847834e-04	5.951386e+00	-1.375422e-07	2.675046e-01
8.013560396237336e-04	5.945611e+00	-1.375825e-07	2.941181e-01
8.027110794090004e-04	5.936935e+00	-1.376433e-07	3.294358e-01
8.041759231590004e-04	5.926450e+00	-1.377130e-07	3.674189e-01
8.056407669090003e-04	5.914770e+00	-1.377853e-07	4.051832e-01
8.067593784500002e-04	5.905172e+00	-1.366447e-07	4.338937e-01
8.067613784500002e-04	5.905154e+00	-1.384344e-07	4.339448e-01
8.077122221999921e-04	5.896203e+00	-1.367138e-07	4.581946e-01
8.077142221999921e-04	5.896184e+00	-1.384735e-07	4.582455e-01
8.079672221999961e-04	5.893713e+00	-1.367467e-07	4.646797e-01
8.079692221999961e-04	5.893693e+00	-1.384771e-07	4.647306e-01
8.081912221999996e-04	5.891494e+00	-1.380555e-07	4.703701e-01
8.082082221999999e-04	5.891324e+00	-1.390375e-07	4.708017e-01
8.082152222000000e-04	5.891254e+00	-1.368107e-07	4.709794e-01
8.082202222000001e-04	5.891204e+00	-1.379254e-07	4.711063e-01
8.082222222000001e-04	5.891185e+00	-1.379254e-07	4.711571e-01
8.082232222000001e-04	5.891174e+00	-6.358054e-07	4.711825e-01
8.082233222000001e-04	5.891173e+00	-3.073876e-07	4.711850e-01
8.082235222000001e-04	5.891171e+00	-1.379896e-07	4.711901e-01
8.082238222000001e-04	5.891168e+00	-1.380104e-07	4.711977e-01
8.082240050595751e-04	5.626174e+00	1.077059e-01	4.712022e-01
8.082242222000001e-04	4.736550e+00	4.712073e-01	4.712073e-01
8.082242873421276e-04	4.092584e+00	4.712085e-01	4.712085e-01
8.082243741982976e-04	3.281775e+00	4.712097e-01	4.712097e-01
8.082245479106376e-04	1.822640e+00	4.712110e-01	4.712110e-01
8.082248953353176e-04	-4.155378e-01	4.712104e-01	4.712104e-01
8.082255901846776e-04	-2.873493e+00	4.712027e-01	4.712027e-01
8.082263709180787e-04	-3.677685e+00	4.711898e-01	4.711898e-01
8.082283203213880e-04	-3.759377e+00	4.711541e-01	4.711541e-01
8.082338144005264e-04	-3.799147e+00	4.710513e-01	4.710513e-01
8.082393084796649e-04	-3.831050e+00	4.709482e-01	4.709483e-01
8.082448025588032e-04	-3.855084e+00	4.708448e-01	4.708449e-01
8.082502966379417e-04	-3.871249e+00	4.707412e-01	4.707412e-01
8.082557907170800e-04	-3.879546e+00	4.706372e-01	4.706372e-01
8.082612847962185e-04	-3.879975e+00	4.705328e-01	4.705329e-01
8.082667788753569e-04	-3.872535e+00	4.704282e-01	4.704282e-01
8.099429533217345e-04	-3.878184e+00	4.385046e-01	4.385046e-01
8.116191277681120e-04	-3.879524e+00	4.068108e-01	4.068108e-01
8.132953022144897e-04	-3.876556e+00	3.753468e-01	3.753468e-01
8.149714766608673e-04	-3.869279e+00	3.441126e-01	3.441126e-01
8.166476511072449e-04	-3.857693e+00	3.131082e-01	3.131082e-01
8.183238255536225e-04	-3.841799e+00	2.823337e-01	2.823337e-01
8.200000000000001e-04	-3.821596e+00	2.517889e-01	2.517889e-01
8.200008385674653e-04	-3.821588e+00	2.517738e-01	2.517737e-01
8.200008827532724e-04	-8.728466e-01	-6.057616e+01	2.517731e-01
8.200009116283859e-04	1.432870e+00	-1.493774e+02	2.517731e-01
8.200009416419518e-04	3.928872e+00	-1.996190e+02	2.517735e-01
8.200009504160303e-04	3.936374e+00	-1.975153e+02	2.517736e-01
8.200009593436126e-04	4.004403e+00	-1.500092e+02	2.517738e-01
8.200009628627261e-04	5.208663e+00	-7.954031e+01	2.517738e-01
8.200009646770853e-04	5.596770e+00	-3.804016e+01	2.517739e-01
8.200009665020766e-04	5.787796e+00	-1.680315e+01	2.517739e-01
8.200009684464274e-04	5.874376e+00	-6.745741e+00	2.517740e-01
8.200009706033361e-04	5.910083e+00	-2.476294e+00	2.517740e-01
8.200009735683956e-04	5.924451e+00	-6.616002e-01	2.517741e-01
8.200009776629621e-04	5.927489e+00	-9.753864e-02	2.517742e-01
8.200009842547862e-04	5.927551e+00	-4.212915e-04	2.517744e-01
8.200009884089627e-04	5.927539e+00	2.481620e-04	2.517745e-01
8.200009916916470e-04	5.927539e+00	2.341840e-06	2.517746e-01
8.200009934346316e-04	5.927539e+00	5.209230e-07	2.517746e-01
8.200009965140308e-04	5.927539e+00	3.905668e-08	2.517747e-01
8.200010000000001e-04	5.927539e+00	-1.298675e-07	2.517748e-01
8.200010024401786e-04	5.927539e+00	-1.347082e-07	2.517749e-01
8.200010108065050e-04	5.927539e+00	-1.374276e-07	2.517751e-01
8.211068981484318e-04	5.921771e+00	-1.375360e-07	2.806811e-01
8.222127854903586e-04	5.915297e+00	-1.376321e-07	3.094590e-01
8.233186728322854e-04	5.908119e+00	-1.377159e-07	3.381090e-01
8.244245601742122e-04	5.900235e+00	-1.377875e-07	3.666308e-01
8.255304475161389e-04	5.891647e+00	-1.378468e-07	3.950247e-01
8.266363348580658e-04	5.882353e+00	-1.378937e-07	4.232905e-01
8.277422221999926e-04	5.872355e+00	-1.379285e-07	4.514282e-01
8.277742221999931e-04	5.872053e+00	-1.379301e-07	4.522396e-01
8.282232222000002e-04	5.867747e+00	-1.379657e-07	4.636121e-01
8.282238222000001e-04	5.867741e+00	-1.379522e-07	4.636273e-01
8.282240032920672e-04	5.607400e+00	1.049511e-01	4.636317e-01
8.282242222000002e-04	4.722291e+00	4.636368e-01	4.636368e-01
8.282242878723801e-04	4.083045e+00	4.636380e-01	4.636380e-01
8.282243754355533e-04	3.277767e+00	4.636392e-01	4.636392e-01
8.282245505618997e-04	1.827120e+00	4.636406e-01	4.636406e-01
8.282249008145925e-04	-4.083443e-01	4.636400e-01	4.636400e-01
8.282256013199782e-04	-2.892365e+00	4.636323e-01	4.636323e-01
8.282263688800711e-04	-3.696269e+00	4.636196e-01	4.636196e-01
8.282284307226213e-04	-3.786504e+00	4.635815e-01	4.635815e-01
8.282331560961683e-04	-3.825959e+00	4.634927e-01	4.634927e-01
8.282378814697153e-04	-3.857299e+00	4.634036e-01	4.634036e-01
8.282426068432622e-04	-3.880524e+00	4.633142e-01	4.633143e-01
8.282473322168093e-04	-3.895634e+00	4.632246e-01	4.632247e-01
8.282520575903563e-04	-3.902628e+00	4.631348e-01	4.631348e-01
8.282567829639033e-04	-3.901508e+00	4.630447e-01	4.630448e-01
8.282615083374503e-04	-3.892272e+00	4.629544e-01	4.629544e-01
8.294050351015226e-04	-3.903119e+00	4.410780e-01	4.410780e-01
8.305485618655948e-04	-3.909451e+00	4.193046e-01	4.193046e-01
8.316920886296671e-04	-3.911268e+00	3.976342e-01	3.976343e-01
8.328356153937392e-04	-3.908571e+00	3.760668e-01	3.760669e-01
8.339791421578114e-04	-3.901360e+00	3.546025e-01	3.546025e-01
8.351226689218837e-04	-3.889634e+00	3.332411e-01	3.332411e-01
8.362661956859559e-04	-3.873393e+00	3.119828e-01	3.119828e-01
8.377310394359559e-04	-3.861288e+00	2.849182e-01	2.849182e-01
8.380551766593908e-04	-3.858474e+00	2.789500e-01	2.789500e-01
8.383793138828256e-04	-3.855576e+00	2.729943e-01	2.729944e-01
8.387034511062605e-04	-3.852596e+00	2.670512e-01	2.670512e-01
8.390275883296955e-04	-3.849532e+00	2.611206e-01	2.611206e-01
8.393517255531304e-04	-3.846385e+00	2.552025e-01	2.552025e-01
8.396758627765653e-04	-3.843154e+00	2.492969e-01	2.492969e-01
8.400000000000001e-04	-3.839841e+00	2.434039e-01	2.434039e-01
8.400008385674975e-04	-3.839832e+00	2.433887e-01	2.433886e-01
8.400008821951201e-04	-9.583368e-01	-5.918847e+01	2.433880e-01
8.400009123732892e-04	1.500387e+00	-1.510993e+02	2.433880e-01
8.400009415881330e-04	3.909619e+00	-1.994857e+02	2.433883e-01
8.400009501978193e-04	3.917783e+00	-1.971166e+02	2.433885e-01
8.400009580353548e-04	3.990800e+00	-1.494415e+02	2.433886e-01
8.400009618098690e-04	5.274405e+00	-7.265324e+01	2.433887e-01
8.400009636781759e-04	5.629140e+00	-3.243396e+01	2.433888e-01
8.400009654778361e-04	5.789354e+00	-1.418248e+01	2.433888e-01
8.400009674103479e-04	5.862321e+00	-5.750684e+00	2.433888e-01
8.400009696832035e-04	5.893628e+00	-2.031254e+00	2.433889e-01
8.400009728212839e-04	5.905272e+00	-5.011698e-01	2.433890e-01
8.400009772459643e-04	5.907357e+00	-6.092240e-02	2.433891e-01
8.400009844043977e-04	5.907300e+00	-1.663626e-04	2.433893e-01
8.400009866975199e-04	5.907307e+00	-5.662513e-04	2.433894e-01
8.400009912837645e-04	5.907311e+00	-1.086390e-04	2.433895e-01
8.400010000000001e-04	5.907311e+00	-5.057271e-06	2.433897e-01
8.400010008716236e-04	5.907311e+00	-3.761043e-06	2.433897e-01
8.400010026148707e-04	5.907311e+00	-2.047100e-06	2.433898e-01
8.400010061013649e-04	5.907311e+00	-6.849850e-07	2.433899e-01
8.400010130743533e-04	5.907311e+00	-1.700560e-07	2.433900e-01
8.400010270203301e-04	5.907311e+00	-1.330918e-07	2.433904e-01
8.400010549122839e-04	5.907310e+00	-1.388793e-07	2.433911e-01
8.400011106961912e-04	5.907310e+00	-1.371000e-07	2.433926e-01
8.411755551967354e-04	5.901474e+00	-1.373843e-07	2.740067e-01
8.423499996972794e-04	5.894845e+00	-1.376156e-07	3.044782e-01
8.435244441978236e-04	5.887425e+00	-1.377939e-07	3.348073e-01
8.446988886983677e-04	5.879212e+00	-1.379192e-07	3.649939e-01
8.458733331989118e-04	5.870207e+00	-1.379916e-07	3.950379e-01
8.470477776994559e-04	5.860411e+00	-1.380109e-07	4.249395e-01
8.482222222000001e-04	5.849822e+00	-1.379773e-07	4.546986e-01
8.482232222000001e-04	5.849813e+00	-1.288054e-07	4.547238e-01
8.482233222000001e-04	5.849812e+00	-1.348555e-07	4.547263e-01
